Model,Date,Forecast_CY,Forecast_NCY,State,Country,Forecast,cumForecast
OUTLANDER 450,2021-10-18,1,6,NE,US,7,2068
OUTLANDER 1000,2021-10-25,15,7,NE,US,22,2095
OUTLANDER 850,2021-10-25,7,14,NE,US,21,2152
OUTLANDER 450,2021-10-25,0,11,NE,US,11,2079
OUTLANDER 1000,2021-11-01,12,10,NE,US,22,2117
OUTLANDER 850,2021-11-01,14,14,NE,US,28,2180
OUTLANDER 450,2021-11-01,12,5,NE,US,17,2096
OUTLANDER 1000,2021-11-08,6,6,NE,US,12,2129
OUTLANDER 850,2021-11-08,5,2,NE,US,7,2187
OUTLANDER 450,2021-11-08,6,13,NE,US,19,2115
OUTLANDER 1000,2021-11-15,8,6,NE,US,14,2143
OUTLANDER 850,2021-11-15,2,12,NE,US,14,2201
OUTLANDER 450,2021-11-15,4,5,NE,US,9,2124
OUTLANDER 1000,2021-11-22,3,12,NE,US,15,2158
OUTLANDER 850,2021-11-22,12,5,NE,US,17,2218
OUTLANDER 450,2021-11-22,13,8,NE,US,21,2145
OUTLANDER 1000,2021-11-29,2,14,NE,US,16,2174
OUTLANDER 850,2021-11-29,8,6,NE,US,14,2232
OUTLANDER 450,2021-11-29,9,7,NE,US,16,2161
OUTLANDER 1000,2021-12-06,14,3,NE,US,17,2191
OUTLANDER 850,2021-12-06,9,8,NE,US,17,2249
OUTLANDER 450,2021-12-06,12,14,NE,US,26,2187
OUTLANDER 1000,2021-12-13,14,9,NE,US,23,2214
OUTLANDER 850,2021-12-13,13,6,NE,US,19,2268
OUTLANDER 450,2021-12-13,10,1,NE,US,11,2198
OUTLANDER 1000,2021-12-20,10,5,NE,US,15,2229
OUTLANDER 850,2021-12-20,6,5,NE,US,11,2279
OUTLANDER 450,2021-12-20,12,7,NE,US,19,2217
OUTLANDER 1000,2021-12-27,2,2,NE,US,4,2233
OUTLANDER 850,2021-12-27,2,13,NE,US,15,2294
OUTLANDER 450,2021-12-27,10,2,NE,US,12,2229
OUTLANDER 1000,2019-01-07,12,3,NV,US,15,15
OUTLANDER 850,2019-01-07,0,6,NV,US,6,6
OUTLANDER 450,2019-01-07,12,15,NV,US,27,27
OUTLANDER 1000,2019-01-14,14,15,NV,US,29,44
OUTLANDER 850,2019-01-14,14,10,NV,US,24,30
OUTLANDER 450,2019-01-14,13,4,NV,US,17,44
OUTLANDER 1000,2019-01-21,14,4,NV,US,18,62
OUTLANDER 850,2019-01-21,2,1,NV,US,3,33
OUTLANDER 450,2019-01-21,8,0,NV,US,8,52
OUTLANDER 1000,2019-01-28,11,11,NV,US,22,84
OUTLANDER 850,2019-01-28,0,11,NV,US,11,44
OUTLANDER 450,2019-01-28,4,7,NV,US,11,63
OUTLANDER 1000,2019-02-04,9,2,NV,US,11,95
OUTLANDER 850,2019-02-04,14,7,NV,US,21,65
OUTLANDER 450,2019-02-04,4,6,NV,US,10,73
OUTLANDER 1000,2019-02-11,15,12,NV,US,27,122
OUTLANDER 850,2019-02-11,3,0,NV,US,3,68
OUTLANDER 450,2019-02-11,7,4,NV,US,11,84
OUTLANDER 1000,2019-02-18,9,3,NV,US,12,134
OUTLANDER 850,2019-02-18,10,7,NV,US,17,85
OUTLANDER 450,2019-02-18,15,5,NV,US,20,104
OUTLANDER 1000,2019-02-25,3,13,NV,US,16,150
OUTLANDER 850,2019-02-25,3,0,NV,US,3,88
OUTLANDER 450,2019-02-25,4,14,NV,US,18,122
OUTLANDER 1000,2019-03-04,15,11,NV,US,26,176
OUTLANDER 850,2019-03-04,14,2,NV,US,16,104
OUTLANDER 450,2019-03-04,8,13,NV,US,21,143
OUTLANDER 1000,2019-03-11,8,2,NV,US,10,186
OUTLANDER 850,2019-03-11,1,11,NV,US,12,116
OUTLANDER 450,2019-03-11,8,14,NV,US,22,165
OUTLANDER 1000,2019-03-18,3,3,NV,US,6,192
OUTLANDER 850,2019-03-18,15,7,NV,US,22,138
OUTLANDER 450,2019-03-18,9,4,NV,US,13,178
OUTLANDER 1000,2019-03-25,4,2,NV,US,6,198
OUTLANDER 850,2019-03-25,12,3,NV,US,15,153
OUTLANDER 450,2019-03-25,9,8,NV,US,17,195
OUTLANDER 1000,2019-04-01,4,2,NV,US,6,204
OUTLANDER 850,2019-04-01,8,6,NV,US,14,167
OUTLANDER 450,2019-04-01,11,4,NV,US,15,210
OUTLANDER 1000,2019-04-08,12,5,NV,US,17,221
OUTLANDER 850,2019-04-08,8,8,NV,US,16,183
OUTLANDER 450,2019-04-08,13,2,NV,US,15,225
OUTLANDER 1000,2019-04-15,12,12,NV,US,24,245
OUTLANDER 850,2019-04-15,8,14,NV,US,22,205
OUTLANDER 450,2019-04-15,0,2,NV,US,2,227
OUTLANDER 1000,2019-04-22,3,3,NV,US,6,251
OUTLANDER 850,2019-04-22,11,7,NV,US,18,223
OUTLANDER 450,2019-04-22,12,10,NV,US,22,249
OUTLANDER 1000,2019-04-29,9,8,NV,US,17,268
OUTLANDER 850,2019-04-29,12,6,NV,US,18,241
OUTLANDER 450,2019-04-29,13,1,NV,US,14,263
OUTLANDER 1000,2019-05-06,1,6,NV,US,7,275
OUTLANDER 850,2019-05-06,10,6,NV,US,16,257
OUTLANDER 450,2019-05-06,3,8,NV,US,11,274
OUTLANDER 1000,2019-05-13,11,10,NV,US,21,296
OUTLANDER 850,2019-05-13,10,8,NV,US,18,275
OUTLANDER 450,2019-05-13,4,3,NV,US,7,281
OUTLANDER 1000,2019-05-20,2,13,NV,US,15,311
OUTLANDER 850,2019-05-20,10,9,NV,US,19,294
OUTLANDER 450,2019-05-20,12,3,NV,US,15,296
OUTLANDER 1000,2019-05-27,12,1,NV,US,13,324
OUTLANDER 850,2019-05-27,9,13,NV,US,22,316
OUTLANDER 450,2019-05-27,1,12,NV,US,13,309
OUTLANDER 1000,2019-06-03,7,2,NV,US,9,333
OUTLANDER 850,2019-06-03,4,10,NV,US,14,330
OUTLANDER 450,2019-06-03,10,10,NV,US,20,329
OUTLANDER 1000,2019-06-10,10,14,NV,US,24,357
OUTLANDER 850,2019-06-10,14,15,NV,US,29,359
OUTLANDER 450,2019-06-10,2,2,NV,US,4,333
OUTLANDER 1000,2019-06-17,6,10,NV,US,16,373
OUTLANDER 850,2019-06-17,1,3,NV,US,4,363
OUTLANDER 450,2019-06-17,8,1,NV,US,9,342
OUTLANDER 1000,2019-06-24,7,15,NV,US,22,395
OUTLANDER 850,2019-06-24,0,4,NV,US,4,367
OUTLANDER 450,2019-06-24,6,5,NV,US,11,353
OUTLANDER 1000,2019-07-01,9,14,NV,US,23,418
OUTLANDER 850,2019-07-01,9,10,NV,US,19,386
OUTLANDER 450,2019-07-01,7,1,NV,US,8,361
OUTLANDER 1000,2019-07-08,13,4,NV,US,17,435
OUTLANDER 850,2019-07-08,6,1,NV,US,7,393
OUTLANDER 450,2019-07-08,1,12,NV,US,13,374
OUTLANDER 1000,2019-07-15,5,8,NV,US,13,448
OUTLANDER 850,2019-07-15,13,8,NV,US,21,414
OUTLANDER 450,2019-07-15,12,7,NV,US,19,393
OUTLANDER 1000,2019-07-22,11,8,NV,US,19,467
OUTLANDER 850,2019-07-22,14,15,NV,US,29,443
OUTLANDER 450,2019-07-22,10,11,NV,US,21,414
OUTLANDER 1000,2019-07-29,4,3,NV,US,7,474
OUTLANDER 850,2019-07-29,6,5,NV,US,11,454
OUTLANDER 450,2019-07-29,3,10,NV,US,13,427
OUTLANDER 1000,2019-08-05,14,3,NV,US,17,491
OUTLANDER 850,2019-08-05,5,12,NV,US,17,471
OUTLANDER 450,2019-08-05,13,7,NV,US,20,447
OUTLANDER 1000,2019-08-12,4,13,NV,US,17,508
OUTLANDER 850,2019-08-12,6,3,NV,US,9,480
OUTLANDER 450,2019-08-12,10,13,NV,US,23,470
OUTLANDER 1000,2019-08-19,13,2,NV,US,15,523
OUTLANDER 850,2019-08-19,2,12,NV,US,14,494
OUTLANDER 450,2019-08-19,14,13,NV,US,27,497
OUTLANDER 1000,2019-08-26,9,11,NV,US,20,543
OUTLANDER 850,2019-08-26,2,3,NV,US,5,499
OUTLANDER 450,2019-08-26,2,5,NV,US,7,504
OUTLANDER 1000,2019-09-02,3,5,NV,US,8,551
OUTLANDER 850,2019-09-02,11,5,NV,US,16,515
OUTLANDER 450,2019-09-02,1,8,NV,US,9,513
OUTLANDER 1000,2019-09-09,13,2,NV,US,15,566
OUTLANDER 850,2019-09-09,6,12,NV,US,18,533
OUTLANDER 450,2019-09-09,2,14,NV,US,16,529
OUTLANDER 1000,2019-09-16,13,13,NV,US,26,592
OUTLANDER 850,2019-09-16,4,10,NV,US,14,547
OUTLANDER 450,2019-09-16,1,1,NV,US,2,531
OUTLANDER 1000,2019-09-23,0,10,NV,US,10,602
OUTLANDER 850,2019-09-23,0,1,NV,US,1,548
OUTLANDER 450,2019-09-23,9,7,NV,US,16,547
OUTLANDER 1000,2019-09-30,5,2,NV,US,7,609
OUTLANDER 850,2019-09-30,5,10,NV,US,15,563
OUTLANDER 450,2019-09-30,7,8,NV,US,15,562
OUTLANDER 1000,2019-10-07,5,11,NV,US,16,625
OUTLANDER 850,2019-10-07,4,1,NV,US,5,568
OUTLANDER 450,2019-10-07,14,14,NV,US,28,590
OUTLANDER 1000,2019-10-14,12,9,NV,US,21,646
OUTLANDER 850,2019-10-14,8,9,NV,US,17,585
OUTLANDER 450,2019-10-14,10,9,NV,US,19,609
OUTLANDER 1000,2019-10-21,7,7,NV,US,14,660
OUTLANDER 850,2019-10-21,3,9,NV,US,12,597
OUTLANDER 450,2019-10-21,8,9,NV,US,17,626
OUTLANDER 1000,2019-10-28,1,11,NV,US,12,672
OUTLANDER 850,2019-10-28,15,14,NV,US,29,626
OUTLANDER 450,2019-10-28,1,3,NV,US,4,630
OUTLANDER 1000,2019-11-04,2,7,NV,US,9,681
OUTLANDER 850,2019-11-04,3,2,NV,US,5,631
OUTLANDER 450,2019-11-04,11,10,NV,US,21,651
OUTLANDER 1000,2019-11-11,13,9,NV,US,22,703
OUTLANDER 850,2019-11-11,14,10,NV,US,24,655
OUTLANDER 450,2019-11-11,9,3,NV,US,12,663
OUTLANDER 1000,2019-11-18,9,2,NV,US,11,714
OUTLANDER 850,2019-11-18,14,3,NV,US,17,672
OUTLANDER 450,2019-11-18,1,14,NV,US,15,678
OUTLANDER 1000,2019-11-25,3,2,NV,US,5,719
OUTLANDER 850,2019-11-25,2,6,NV,US,8,680
OUTLANDER 450,2019-11-25,7,12,NV,US,19,697
OUTLANDER 1000,2019-12-02,4,1,NV,US,5,724
OUTLANDER 850,2019-12-02,10,4,NV,US,14,694
OUTLANDER 450,2019-12-02,14,3,NV,US,17,714
OUTLANDER 1000,2019-12-09,5,0,NV,US,5,729
OUTLANDER 850,2019-12-09,15,15,NV,US,30,724
OUTLANDER 450,2019-12-09,6,6,NV,US,12,726
OUTLANDER 1000,2019-12-16,9,12,NV,US,21,750
OUTLANDER 850,2019-12-16,1,3,NV,US,4,728
OUTLANDER 450,2019-12-16,6,4,NV,US,10,736
OUTLANDER 1000,2019-12-23,14,12,NV,US,26,776
OUTLANDER 850,2019-12-23,6,1,NV,US,7,735
OUTLANDER 450,2019-12-23,3,5,NV,US,8,744
OUTLANDER 1000,2019-12-30,6,12,NV,US,18,794
OUTLANDER 850,2019-12-30,8,9,NV,US,17,752
OUTLANDER 450,2019-12-30,10,5,NV,US,15,759
OUTLANDER 1000,2020-01-06,2,6,NV,US,8,802
OUTLANDER 850,2020-01-06,7,7,NV,US,14,766
OUTLANDER 450,2020-01-06,7,14,NV,US,21,780
OUTLANDER 1000,2020-01-13,6,14,NV,US,20,822
OUTLANDER 850,2020-01-13,5,4,NV,US,9,775
OUTLANDER 450,2020-01-13,14,10,NV,US,24,804
OUTLANDER 1000,2020-01-20,4,7,NV,US,11,833
OUTLANDER 850,2020-01-20,7,3,NV,US,10,785
OUTLANDER 450,2020-01-20,6,3,NV,US,9,813
OUTLANDER 1000,2020-01-27,12,15,NV,US,27,860
OUTLANDER 850,2020-01-27,9,0,NV,US,9,794
OUTLANDER 450,2020-01-27,8,9,NV,US,17,830
OUTLANDER 1000,2020-02-03,5,7,NV,US,12,872
OUTLANDER 850,2020-02-03,6,2,NV,US,8,802
OUTLANDER 450,2020-02-03,15,9,NV,US,24,854
OUTLANDER 1000,2020-02-10,14,4,NV,US,18,890
OUTLANDER 850,2020-02-10,10,6,NV,US,16,818
OUTLANDER 450,2020-02-10,13,5,NV,US,18,872
OUTLANDER 1000,2020-02-17,1,2,NV,US,3,893
OUTLANDER 850,2020-02-17,10,5,NV,US,15,833
OUTLANDER 450,2020-02-17,2,6,NV,US,8,880
OUTLANDER 1000,2020-02-24,13,8,NV,US,21,914
OUTLANDER 850,2020-02-24,12,7,NV,US,19,852
OUTLANDER 450,2020-02-24,2,11,NV,US,13,893
OUTLANDER 1000,2020-03-02,15,8,NV,US,23,937
OUTLANDER 850,2020-03-02,15,4,NV,US,19,871
OUTLANDER 450,2020-03-02,6,11,NV,US,17,910
OUTLANDER 1000,2020-03-09,14,14,NV,US,28,965
OUTLANDER 850,2020-03-09,2,10,NV,US,12,883
OUTLANDER 450,2020-03-09,10,8,NV,US,18,928
OUTLANDER 1000,2020-03-16,5,5,NV,US,10,975
OUTLANDER 850,2020-03-16,14,4,NV,US,18,901
OUTLANDER 450,2020-03-16,7,2,NV,US,9,937
OUTLANDER 1000,2020-03-23,12,1,NV,US,13,988
OUTLANDER 850,2020-03-23,7,14,NV,US,21,922
OUTLANDER 450,2020-03-23,6,0,NV,US,6,943
OUTLANDER 1000,2020-03-30,4,5,NV,US,9,997
OUTLANDER 850,2020-03-30,7,5,NV,US,12,934
OUTLANDER 450,2020-03-30,4,9,NV,US,13,956
OUTLANDER 1000,2020-04-06,15,5,NV,US,20,1017
OUTLANDER 850,2020-04-06,10,13,NV,US,23,957
OUTLANDER 450,2020-04-06,1,9,NV,US,10,966
OUTLANDER 1000,2020-04-13,14,2,NV,US,16,1033
OUTLANDER 850,2020-04-13,13,12,NV,US,25,982
OUTLANDER 450,2020-04-13,12,2,NV,US,14,980
OUTLANDER 1000,2020-04-20,5,14,NV,US,19,1052
OUTLANDER 850,2020-04-20,14,8,NV,US,22,1004
OUTLANDER 450,2020-04-20,1,6,NV,US,7,987
OUTLANDER 1000,2020-04-27,12,12,NV,US,24,1076
OUTLANDER 850,2020-04-27,6,6,NV,US,12,1016
OUTLANDER 450,2020-04-27,13,3,NV,US,16,1003
OUTLANDER 1000,2020-05-04,9,13,NV,US,22,1098
OUTLANDER 850,2020-05-04,8,9,NV,US,17,1033
OUTLANDER 450,2020-05-04,6,9,NV,US,15,1018
OUTLANDER 1000,2020-05-11,9,5,NV,US,14,1112
OUTLANDER 850,2020-05-11,8,0,NV,US,8,1041
OUTLANDER 450,2020-05-11,10,7,NV,US,17,1035
OUTLANDER 1000,2020-05-18,3,12,NV,US,15,1127
OUTLANDER 850,2020-05-18,8,9,NV,US,17,1058
OUTLANDER 450,2020-05-18,4,1,NV,US,5,1040
OUTLANDER 1000,2020-05-25,3,13,NV,US,16,1143
OUTLANDER 850,2020-05-25,15,0,NV,US,15,1073
OUTLANDER 450,2020-05-25,10,5,NV,US,15,1055
OUTLANDER 1000,2020-06-01,9,12,NV,US,21,1164
OUTLANDER 850,2020-06-01,7,2,NV,US,9,1082
OUTLANDER 450,2020-06-01,15,12,NV,US,27,1082
OUTLANDER 1000,2020-06-08,11,14,NV,US,25,1189
OUTLANDER 850,2020-06-08,6,13,NV,US,19,1101
OUTLANDER 450,2020-06-08,14,7,NV,US,21,1103
OUTLANDER 1000,2020-06-15,0,4,NV,US,4,1193
OUTLANDER 850,2020-06-15,8,6,NV,US,14,1115
OUTLANDER 450,2020-06-15,3,15,NV,US,18,1121
OUTLANDER 1000,2020-06-22,2,11,NV,US,13,1206
OUTLANDER 850,2020-06-22,6,11,NV,US,17,1132
OUTLANDER 450,2020-06-22,3,12,NV,US,15,1136
OUTLANDER 1000,2020-06-29,8,12,NV,US,20,1226
OUTLANDER 850,2020-06-29,4,14,NV,US,18,1150
OUTLANDER 450,2020-06-29,7,12,NV,US,19,1155
OUTLANDER 1000,2020-07-06,10,1,NV,US,11,1237
OUTLANDER 850,2020-07-06,6,1,NV,US,7,1157
OUTLANDER 450,2020-07-06,1,7,NV,US,8,1163
OUTLANDER 1000,2020-07-13,11,4,NV,US,15,1252
OUTLANDER 850,2020-07-13,0,2,NV,US,2,1159
OUTLANDER 450,2020-07-13,5,10,NV,US,15,1178
OUTLANDER 1000,2020-07-20,1,10,NV,US,11,1263
OUTLANDER 850,2020-07-20,13,11,NV,US,24,1183
OUTLANDER 450,2020-07-20,8,14,NV,US,22,1200
OUTLANDER 1000,2020-07-27,3,6,NV,US,9,1272
OUTLANDER 850,2020-07-27,4,4,NV,US,8,1191
OUTLANDER 450,2020-07-27,7,11,NV,US,18,1218
OUTLANDER 1000,2020-08-03,3,9,NV,US,12,1284
OUTLANDER 850,2020-08-03,3,6,NV,US,9,1200
OUTLANDER 450,2020-08-03,6,13,NV,US,19,1237
OUTLANDER 1000,2020-08-10,4,14,NV,US,18,1302
OUTLANDER 850,2020-08-10,13,7,NV,US,20,1220
OUTLANDER 450,2020-08-10,2,2,NV,US,4,1241
OUTLANDER 1000,2020-08-17,2,3,NV,US,5,1307
OUTLANDER 850,2020-08-17,12,0,NV,US,12,1232
OUTLANDER 450,2020-08-17,4,13,NV,US,17,1258
OUTLANDER 1000,2020-08-24,12,0,NV,US,12,1319
OUTLANDER 850,2020-08-24,1,11,NV,US,12,1244
OUTLANDER 450,2020-08-24,8,9,NV,US,17,1275
OUTLANDER 1000,2020-08-31,2,7,NV,US,9,1328
OUTLANDER 850,2020-08-31,6,11,NV,US,17,1261
OUTLANDER 450,2020-08-31,15,14,NV,US,29,1304
OUTLANDER 1000,2020-09-07,5,1,NV,US,6,1334
OUTLANDER 850,2020-09-07,1,4,NV,US,5,1266
OUTLANDER 450,2020-09-07,4,13,NV,US,17,1321
OUTLANDER 1000,2020-09-14,1,14,NV,US,15,1349
OUTLANDER 850,2020-09-14,13,13,NV,US,26,1292
OUTLANDER 450,2020-09-14,4,5,NV,US,9,1330
OUTLANDER 1000,2020-09-21,2,11,NV,US,13,1362
OUTLANDER 850,2020-09-21,4,4,NV,US,8,1300
OUTLANDER 450,2020-09-21,9,14,NV,US,23,1353
OUTLANDER 1000,2020-09-28,8,5,NV,US,13,1375
OUTLANDER 850,2020-09-28,1,9,NV,US,10,1310
OUTLANDER 450,2020-09-28,1,10,NV,US,11,1364
OUTLANDER 1000,2020-10-05,4,5,NV,US,9,1384
OUTLANDER 850,2020-10-05,10,9,NV,US,19,1329
OUTLANDER 450,2020-10-05,1,14,NV,US,15,1379
OUTLANDER 1000,2020-10-12,11,6,NV,US,17,1401
OUTLANDER 850,2020-10-12,14,11,NV,US,25,1354
OUTLANDER 450,2020-10-12,10,14,NV,US,24,1403
OUTLANDER 1000,2020-10-19,5,2,NV,US,7,1408
OUTLANDER 850,2020-10-19,0,15,NV,US,15,1369
OUTLANDER 450,2020-10-19,10,11,NV,US,21,1424
OUTLANDER 1000,2020-10-26,1,2,NV,US,3,1411
OUTLANDER 850,2020-10-26,14,15,NV,US,29,1398
OUTLANDER 450,2020-10-26,12,12,NV,US,24,1448
OUTLANDER 1000,2020-11-02,15,9,NV,US,24,1435
OUTLANDER 850,2020-11-02,13,6,NV,US,19,1417
OUTLANDER 450,2020-11-02,9,10,NV,US,19,1467
OUTLANDER 1000,2020-11-09,8,3,NV,US,11,1446
OUTLANDER 850,2020-11-09,2,8,NV,US,10,1427
OUTLANDER 450,2020-11-09,7,0,NV,US,7,1474
OUTLANDER 1000,2020-11-16,5,2,NV,US,7,1453
OUTLANDER 850,2020-11-16,2,9,NV,US,11,1438
OUTLANDER 450,2020-11-16,13,8,NV,US,21,1495
OUTLANDER 1000,2020-11-23,5,4,NV,US,9,1462
OUTLANDER 850,2020-11-23,4,2,NV,US,6,1444
OUTLANDER 450,2020-11-23,2,5,NV,US,7,1502
OUTLANDER 1000,2020-11-30,15,1,NV,US,16,1478
OUTLANDER 850,2020-11-30,5,13,NV,US,18,1462
OUTLANDER 450,2020-11-30,11,15,NV,US,26,1528
OUTLANDER 1000,2020-12-07,2,9,NV,US,11,1489
OUTLANDER 850,2020-12-07,4,0,NV,US,4,1466
OUTLANDER 450,2020-12-07,3,11,NV,US,14,1542
OUTLANDER 1000,2020-12-14,8,3,NV,US,11,1500
OUTLANDER 850,2020-12-14,4,13,NV,US,17,1483
OUTLANDER 450,2020-12-14,6,2,NV,US,8,1550
OUTLANDER 1000,2020-12-21,7,0,NV,US,7,1507
OUTLANDER 850,2020-12-21,6,3,NV,US,9,1492
OUTLANDER 450,2020-12-21,1,5,NV,US,6,1556
OUTLANDER 1000,2020-12-28,8,10,NV,US,18,1525
OUTLANDER 850,2020-12-28,3,3,NV,US,6,1498
OUTLANDER 450,2020-12-28,1,2,NV,US,3,1559
OUTLANDER 1000,2021-01-04,1,4,NV,US,5,1530
OUTLANDER 850,2021-01-04,13,1,NV,US,14,1512
OUTLANDER 450,2021-01-04,13,14,NV,US,27,1586
OUTLANDER 1000,2021-01-11,5,8,NV,US,13,1543
OUTLANDER 850,2021-01-11,13,1,NV,US,14,1526
OUTLANDER 450,2021-01-11,3,10,NV,US,13,1599
OUTLANDER 1000,2021-01-18,11,14,NV,US,25,1568
OUTLANDER 850,2021-01-18,6,12,NV,US,18,1544
OUTLANDER 450,2021-01-18,5,7,NV,US,12,1611
OUTLANDER 1000,2021-01-25,0,6,NV,US,6,1574
OUTLANDER 850,2021-01-25,2,6,NV,US,8,1552
OUTLANDER 450,2021-01-25,2,5,NV,US,7,1618
OUTLANDER 1000,2021-02-01,2,11,NV,US,13,1587
OUTLANDER 850,2021-02-01,12,10,NV,US,22,1574
OUTLANDER 450,2021-02-01,7,8,NV,US,15,1633
OUTLANDER 1000,2021-02-08,1,0,NV,US,1,1588
OUTLANDER 850,2021-02-08,3,14,NV,US,17,1591
OUTLANDER 450,2021-02-08,10,4,NV,US,14,1647
OUTLANDER 1000,2021-02-15,12,15,NV,US,27,1615
OUTLANDER 850,2021-02-15,1,8,NV,US,9,1600
OUTLANDER 450,2021-02-15,9,11,NV,US,20,1667
OUTLANDER 1000,2021-02-22,6,4,NV,US,10,1625
OUTLANDER 850,2021-02-22,0,1,NV,US,1,1601
OUTLANDER 450,2021-02-22,9,8,NV,US,17,1684
OUTLANDER 1000,2021-03-01,7,0,NV,US,7,1632
OUTLANDER 850,2021-03-01,5,3,NV,US,8,1609
OUTLANDER 450,2021-03-01,9,1,NV,US,10,1694
OUTLANDER 1000,2021-03-08,15,10,NV,US,25,1657
OUTLANDER 850,2021-03-08,8,15,NV,US,23,1632
OUTLANDER 450,2021-03-08,13,7,NV,US,20,1714
OUTLANDER 1000,2021-03-15,0,13,NV,US,13,1670
OUTLANDER 850,2021-03-15,4,14,NV,US,18,1650
OUTLANDER 450,2021-03-15,8,8,NV,US,16,1730
OUTLANDER 1000,2021-03-22,4,3,NV,US,7,1677
OUTLANDER 850,2021-03-22,9,2,NV,US,11,1661
OUTLANDER 450,2021-03-22,14,1,NV,US,15,1745
OUTLANDER 1000,2021-03-29,6,7,NV,US,13,1690
OUTLANDER 850,2021-03-29,9,4,NV,US,13,1674
OUTLANDER 450,2021-03-29,13,13,NV,US,26,1771
OUTLANDER 1000,2021-04-05,3,2,NV,US,5,1695
OUTLANDER 850,2021-04-05,4,5,NV,US,9,1683
OUTLANDER 450,2021-04-05,4,7,NV,US,11,1782
OUTLANDER 1000,2021-04-12,15,5,NV,US,20,1715
OUTLANDER 850,2021-04-12,1,11,NV,US,12,1695
OUTLANDER 450,2021-04-12,13,13,NV,US,26,1808
OUTLANDER 1000,2021-04-19,8,3,NV,US,11,1726
OUTLANDER 850,2021-04-19,11,13,NV,US,24,1719
OUTLANDER 450,2021-04-19,6,5,NV,US,11,1819
OUTLANDER 1000,2021-04-26,7,1,NV,US,8,1734
OUTLANDER 850,2021-04-26,8,6,NV,US,14,1733
OUTLANDER 450,2021-04-26,0,7,NV,US,7,1826
OUTLANDER 1000,2021-05-03,6,4,NV,US,10,1744
OUTLANDER 850,2021-05-03,3,9,NV,US,12,1745
OUTLANDER 450,2021-05-03,15,4,NV,US,19,1845
OUTLANDER 1000,2021-05-10,11,9,NV,US,20,1764
OUTLANDER 850,2021-05-10,9,2,NV,US,11,1756
OUTLANDER 450,2021-05-10,5,12,NV,US,17,1862
OUTLANDER 1000,2021-05-17,10,2,NV,US,12,1776
OUTLANDER 850,2021-05-17,1,10,NV,US,11,1767
OUTLANDER 450,2021-05-17,12,13,NV,US,25,1887
OUTLANDER 1000,2021-05-24,8,11,NV,US,19,1795
OUTLANDER 850,2021-05-24,7,3,NV,US,10,1777
OUTLANDER 450,2021-05-24,5,12,NV,US,17,1904
OUTLANDER 1000,2021-05-31,3,6,NV,US,9,1804
OUTLANDER 850,2021-05-31,12,3,NV,US,15,1792
OUTLANDER 450,2021-05-31,9,1,NV,US,10,1914
OUTLANDER 1000,2021-06-07,9,2,NV,US,11,1815
OUTLANDER 850,2021-06-07,2,6,NV,US,8,1800
OUTLANDER 450,2021-06-07,13,0,NV,US,13,1927
OUTLANDER 1000,2021-06-14,2,6,NV,US,8,1823
OUTLANDER 850,2021-06-14,13,4,NV,US,17,1817
OUTLANDER 450,2021-06-14,5,15,NV,US,20,1947
OUTLANDER 1000,2021-06-21,14,3,NV,US,17,1840
OUTLANDER 850,2021-06-21,10,0,NV,US,10,1827
OUTLANDER 450,2021-06-21,6,13,NV,US,19,1966
OUTLANDER 1000,2021-06-28,11,6,NV,US,17,1857
OUTLANDER 850,2021-06-28,15,1,NV,US,16,1843
OUTLANDER 450,2021-06-28,1,7,NV,US,8,1974
OUTLANDER 1000,2021-07-05,7,0,NV,US,7,1864
OUTLANDER 850,2021-07-05,13,12,NV,US,25,1868
OUTLANDER 450,2021-07-05,7,14,NV,US,21,1995
OUTLANDER 1000,2021-07-12,4,9,NV,US,13,1877
OUTLANDER 850,2021-07-12,10,5,NV,US,15,1883
OUTLANDER 450,2021-07-12,13,15,NV,US,28,2023
OUTLANDER 1000,2021-07-19,4,2,NV,US,6,1883
OUTLANDER 850,2021-07-19,9,2,NV,US,11,1894
OUTLANDER 450,2021-07-19,8,11,NV,US,19,2042
OUTLANDER 1000,2021-07-26,12,4,NV,US,16,1899
OUTLANDER 850,2021-07-26,4,5,NV,US,9,1903
OUTLANDER 450,2021-07-26,2,3,NV,US,5,2047
OUTLANDER 1000,2021-08-02,5,14,NV,US,19,1918
OUTLANDER 850,2021-08-02,4,9,NV,US,13,1916
OUTLANDER 450,2021-08-02,12,7,NV,US,19,2066
OUTLANDER 1000,2021-08-09,7,14,NV,US,21,1939
OUTLANDER 850,2021-08-09,14,1,NV,US,15,1931
OUTLANDER 450,2021-08-09,0,9,NV,US,9,2075
OUTLANDER 1000,2021-08-16,9,1,NV,US,10,1949
OUTLANDER 850,2021-08-16,8,7,NV,US,15,1946
OUTLANDER 450,2021-08-16,4,3,NV,US,7,2082
OUTLANDER 1000,2021-08-23,5,3,NV,US,8,1957
OUTLANDER 850,2021-08-23,10,1,NV,US,11,1957
OUTLANDER 450,2021-08-23,15,6,NV,US,21,2103
OUTLANDER 1000,2021-08-30,2,3,NV,US,5,1962
OUTLANDER 850,2021-08-30,2,13,NV,US,15,1972
OUTLANDER 450,2021-08-30,4,12,NV,US,16,2119
OUTLANDER 1000,2021-09-06,12,7,NV,US,19,1981
OUTLANDER 850,2021-09-06,4,2,NV,US,6,1978
OUTLANDER 450,2021-09-06,3,14,NV,US,17,2136
